,State,Year,GDP,RPPS,Unemployment,Per_Capita_Income,Population,Per_Capita_Expenditure,Crime_Rate,Property_Crime_Rate,Durable goods,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Nondurable goods,Services
420,Pennsylvania,2014,695546.6,97.25,7434632.0,47467.0,12880907.0,39198.16,78.96583333333334,161.97666666666666,52008.9,20477.2,110021.4,342877.5
421,Pennsylvania,2015,716534.3,98.205,7510339.0,49291.0,12899169.0,40185.81,79.45416666666667,151.80833333333334,53329.0,20792.5,109076.9,355957.6
422,Pennsylvania,2016,733165.9,97.815,7593722.0,50572.0,12918673.0,41001.07,79.15,145.68833333333333,53952.2,21692.8,110465.1,365262.2
423,Pennsylvania,2017,754318.0,99.123,7662469.0,51886.0,12945701.0,42350.75,78.635,137.81083333333333,55331.5,22080.4,113785.8,379142.7
424,Pennsylvania,2018,780620.7,98.133,7763488.0,54468.0,12980946.0,44338.1,78.1425,125.12833333333333,58818.3,23074.2,118224.4,398507.8
425,Pennsylvania,2019,802233.1,97.958,7772024.0,56139.0,12991539.0,45537.85,76.78,117.2925,60292.2,23367.2,120879.0,410435.5
426,Pennsylvania,2020,777000.8,97.687,7412005.0,60245.0,12996143.0,44205.55,75.9225,117.46749999999999,63124.8,26726.2,121828.4,389548.3
427,Pennsylvania,2021,844431.8,96.11,7648692.0,63779.0,13015571.0,49051.38,117.12916666666666,133.01833333333335,75745.4,24699.6,138004.0,424682.3
428,Pennsylvania,2022,919741.1,96.166,7900283.0,65336.0,12984990.0,54116.87,85.48833333333333,135.10833333333332,78845.9,28684.8,154338.0,469523.1
429,Rhode Island,2012,51527.5,99.934,592954.0,45298.0,1063756.0,35779.54,93.68416666666667,216.06333333333336,3400.5,1788.0,7408.9,27251.3
430,Rhode Island,2013,52994.2,101.54,602374.0,45104.0,1068358.0,36785.61,88.70583333333333,205.38,3508.0,1868.0,7700.6,28091.6
431,Rhode Island,2014,54612.5,100.436,613103.0,46630.0,1073245.0,38073.6,85.80666666666667,182.75833333333333,3691.4,1854.0,8054.9,29116.0
432,Rhode Island,2015,56604.0,102.176,626983.0,48049.0,1077555.0,39029.19,87.1425,159.44166666666666,3870.2,1898.6,8210.9,29974.9
433,Rhode Island,2016,57714.6,101.725,633419.0,48515.0,1082431.0,39819.26,84.0725,150.27,3938.1,1993.7,8488.3,30675.2
434,Rhode Island,2017,58771.6,102.476,638851.0,50414.0,1085105.0,41036.49,83.47916666666667,147.18083333333334,4082.4,2053.7,8875.0,31571.4
435,Rhode Island,2018,60064.9,102.076,648727.0,52132.0,1091824.0,42595.33,81.41666666666667,139.55916666666667,4244.8,2111.3,9427.0,32834.7
436,Rhode Island,2019,62814.7,102.407,650999.0,55123.0,1094580.0,43725.08,79.86083333333333,128.95333333333335,4320.5,2147.9,9684.5,33855.7
437,Rhode Island,2020,62124.9,101.767,615667.0,59250.0,1096530.0,43227.91,70.70083333333334,104.88333333333333,4432.5,2298.1,9944.5,33023.7
438,Rhode Island,2021,67228.3,102.146,640210.0,62898.0,1097246.0,48910.18,66.11749999999999,103.21583333333332,5314.7,2194.3,11230.3,37121.5
439,Rhode Island,2022,72869.2,104.396,665432.0,64075.0,1099498.0,52366.53,68.31166666666667,108.58,5523.3,2544.2,11820.4,40233.2
440,South Carolina,2012,178503.9,93.36,2453323.0,35807.0,4699358.0,31125.29,188.74833333333333,320.2275,14643.7,2603.8,38566.6,93058.6
441,South Carolina,2013,186268.3,93.258,2500985.0,35923.0,4738067.0,31974.96,176.09916666666666,303.0158333333333,15623.7,2687.1,39822.4,96053.4
442,South Carolina,2014,195744.4,93.198,2564027.0,37755.0,4789723.0,33067.3,171.2891666666667,288.5516666666667,16494.5,2618.7,41285.2,100603.4
443,South Carolina,2015,207510.0,93.289,2636275.0,39598.0,4850136.0,33944.41,168.70333333333335,275.01666666666665,17745.3,2648.2,40630.9,106258.7
444,South Carolina,2016,217555.5,93.609,2700187.0,40752.0,4908404.0,34963.61,165.54166666666666,272.17833333333334,18740.6,2794.9,41612.7,111262.1
445,South Carolina,2017,224937.6,92.868,2759183.0,42385.0,4963742.0,36009.81,159.87166666666667,265.97666666666663,19663.4,2821.1,43277.3,115802.6
446,South Carolina,2018,236561.7,92.261,2843694.0,43817.0,5019607.0,37188.31,159.9775,255.2541666666667,20415.1,2900.4,45771.9,120483.7
447,South Carolina,2019,249575.7,91.494,2882128.0,46150.0,5076874.0,38389.13,158.22166666666666,243.67416666666668,21125.4,2976.6,47216.0,126555.3
448,South Carolina,2020,249430.2,90.874,2824762.0,48769.0,5132249.0,38211.28,150.3425,226.71666666666667,23187.0,3984.7,49192.8,123730.0
449,South Carolina,2021,272384.7,93.637,2937450.0,53220.0,5194274.0,43082.09,152.16166666666666,210.29916666666668,28524.1,3172.2,56466.4,138789.7
450,South Carolina,2022,301945.1,93.328,3049805.0,54378.0,5287935.0,46786.54,150.80416666666667,196.25250000000003,29766.9,4224.4,62151.6,155485.7
451,South Dakota,2012,44127.3,90.38,574997.0,44996.0,832730.0,33932.01,115.6475,183.62749999999997,2794.7,1049.3,6096.2,19365.4
452,South Dakota,2013,45498.6,90.265,581234.0,44988.0,841120.0,34569.38,119.10666666666667,169.31,2923.7,1057.6,6209.4,19943.9
453,South Dakota,2014,47159.9,89.448,589348.0,46732.0,847538.0,35488.2,110.0525,164.13166666666666,3082.6,1062.8,6419.8,20575.2
454,South Dakota,2015,48678.9,87.89,592644.0,48308.0,852029.0,36509.79,123.55166666666666,168.69833333333335,3274.5,1107.5,6405.6,21427.3
455,South Dakota,2016,49842.6,87.387,597263.0,48284.0,860557.0,37564.51,133.00166666666667,174.26999999999998,3362.3,1180.8,6492.0,22472.1
456,South Dakota,2017,51615.1,87.275,601254.0,49408.0,870094.0,38778.68,130.99916666666667,167.055,3463.6,1264.9,6626.5,23651.1
457,South Dakota,2018,53349.5,91.253,610179.0,51579.0,875247.0,40370.55,118.93416666666667,145.44750000000002,3609.1,1326.4,6827.9,24897.2
458,South Dakota,2019,55175.8,91.833,610159.0,54408.0,882486.0,41373.8,124.24,150.60833333333332,3671.1,1350.4,6880.4,25960.4
459,South Dakota,2020,56254.4,91.326,605992.0,59422.0,887948.0,41346.23,141.91666666666666,159.7875,4013.8,1821.2,7129.5,25570.0
460,South Dakota,2021,62984.8,90.089,624995.0,67014.0,896492.0,46142.97,137.90416666666667,150.0175,4833.3,1752.0,8085.7,28447.8
461,South Dakota,2022,69069.3,87.879,640975.0,69736.0,909723.0,49706.12,134.5,155.98166666666665,4959.3,2044.0,8972.5,31287.0
462,Tennessee,2012,285897.5,93.362,3635172.0,39079.0,6463610.0,31034.56,210.85833333333335,282.54583333333335,21014.2,3315.0,51837.4,127743.7
463,Tennessee,2013,296756.3,92.944,3689682.0,39099.0,6508290.0,31458.83,194.10583333333332,266.65333333333336,21799.2,3417.1,51543.4,131400.6
464,Tennessee,2014,307448.5,92.747,3772755.0,40225.0,6559452.0,32479.13,191.865,255.8075,22882.1,3314.0,53104.3,137058.8
465,Tennessee,2015,326382.5,92.777,3859498.0,41937.0,6613679.0,33223.31,190.34416666666667,248.72583333333333,24189.8,3337.8,51768.0,143770.6
466,Tennessee,2016,339350.2,93.781,3951859.0,42938.0,6673101.0,34296.56,194.09583333333333,241.68416666666667,25350.0,3551.2,52256.0,151258.5
467,Tennessee,2017,355417.5,93.074,4033011.0,44407.0,6740060.0,35606.82,192.39666666666668,247.04666666666665,26357.1,3481.2,54015.9,159619.1
468,Tennessee,2018,369713.2,89.66,4120203.0,46449.0,6806981.0,36767.58,184.78666666666666,239.08833333333334,27296.5,3654.7,56689.5,166290.2
469,Tennessee,2019,385833.0,91.255,4168023.0,48903.0,6862615.0,38045.02,176.57500000000002,223.73333333333335,28074.6,3606.0,58430.6,174583.1
470,Tennessee,2020,391563.2,90.499,4119507.0,51945.0,6927904.0,37795.18,172.91833333333332,211.08666666666667,29857.2,4688.5,60857.5,171126.7
471,Tennessee,2021,441952.5,90.595,4298499.0,57491.0,6965740.0,42882.05,174.01666666666665,189.6825,37539.2,3540.3,69849.9,191316.2
472,Tennessee,2022,488670.1,91.797,4480005.0,59099.0,7062217.0,46668.63,167.92916666666667,195.77833333333334,39022.8,4824.7,77071.2,213490.0
473,Texas,2012,1429588.0,97.646,15095946.0,43869.0,26052403.0,32898.62,134.1875,282.06166666666667,99469.9,19560.6,207622.0,549996.1
474,Texas,2013,1526781.9,98.048,15532152.0,44403.0,26433846.0,33819.71,127.9575,273.0316666666667,104278.4,20133.3,215353.6,574352.9
475,Texas,2014,1592177.6,98.364,16001898.0,46747.0,26903208.0,35209.92,124.53416666666668,252.97833333333332,111244.5,20197.7,226554.8,609460.6
476,Texas,2015,1585985.9,98.223,16414554.0,46767.0,27394564.0,36045.58,126.66916666666667,237.58833333333334,119568.1,20466.3,225510.4,642374.4
477,Texas,2016,1582981.5,98.024,16683280.0,45868.0,27825975.0,36754.73,129.40083333333334,231.4625,123459.9,20485.0,229356.0,669920.2
478,Texas,2017,1667313.0,97.372,17104407.0,48524.0,28188852.0,38070.65,129.11666666666667,214.55416666666667,129851.6,23561.2,240093.4,703222.9
479,Texas,2018,1808026.9,97.745,17608884.0,51346.0,28508309.0,39453.8,126.84333333333332,199.10416666666666,137720.2,23859.1,252018.9,735022.0
480,Texas,2019,1864872.3,98.503,17899918.0,53271.0,28856455.0,40553.89,128.24833333333333,201.39166666666665,140410.1,25098.6,258886.5,770945.1
481,Texas,2020,1802143.7,98.774,17697051.0,54795.0,29239570.0,40260.0,130.28,189.44083333333333,149657.9,28082.2,270487.2,757039.9
482,Texas,2021,2088972.3,98.404,18552126.0,60192.0,29570351.0,45607.66,135.91166666666666,183.73666666666668,190935.3,24394.6,309858.1,847841.0
483,Texas,2022,2436925.0,97.447,19447935.0,62812.0,30113488.0,49530.29,132.6825,194.86416666666665,200284.4,31074.5,343651.3,947594.1
484,Utah,2012,129431.4,99.423,1706044.0,35622.0,2861360.0,28718.16,97.42750000000001,248.39583333333334,10718.2,1972.9,19243.6,52211.2
485,Utah,2013,135344.3,98.575,1753374.0,36102.0,2909190.0,29407.12,95.675,253.6158333333333,11678.7,2018.7,19817.7,54054.5
486,Utah,2014,142627.7,97.934,1803933.0,37621.0,2951948.0,30707.01,89.1825,237.9908333333333,12605.2,2059.4,20846.8,57193.6
487,Utah,2015,149762.1,97.656,1865934.0,39881.0,3000449.0,31656.46,92.10000000000001,250.9416666666667,14043.3,2173.8,20970.9,59969.4
488,Utah,2016,159330.6,97.082,1933131.0,41295.0,3064277.0,33009.22,91.89833333333333,248.56499999999997,15390.4,2315.4,21715.1,64043.9
489,Utah,2017,172075.0,98.708,1995267.0,43030.0,3126779.0,34413.34,88.34333333333332,233.0775,16943.3,2294.1,22883.1,67776.4
490,Utah,2018,186805.7,95.977,2069738.0,45463.0,3181595.0,36272.44,86.79583333333333,201.29999999999998,18714.4,2465.8,24650.8,72039.0
491,Utah,2019,201312.2,97.259,2102960.0,48163.0,3233028.0,37748.95,87.12833333333333,183.60416666666666,19895.8,2894.3,25488.7,76658.8
492,Utah,2020,205647.9,95.262,2135682.0,51741.0,3284077.0,38179.13,87.69583333333333,199.535,23196.7,3606.0,26670.7,75515.7
493,Utah,2021,232561.9,94.573,2249697.0,58183.0,3339738.0,43889.22,91.2625,178.34916666666666,29293.4,3408.7,31119.7,86165.5
494,Utah,2022,261080.8,94.572,2342012.0,60607.0,3391011.0,48419.07,89.11583333333334,160.76500000000001,30731.0,4113.1,35369.5,98089.1
495,Vermont,2012,29325.6,100.05,421870.0,44858.0,630693.0,40768.81,56.73333333333333,208.94833333333335,2465.2,1502.1,5883.2,17364.2
496,Vermont,2013,29477.6,100.497,424997.0,45296.0,632859.0,41460.1,47.512499999999996,179.85416666666666,2565.7,1522.2,5974.5,17698.3
497,Vermont,2014,30359.4,98.076,429010.0,46894.0,633872.0,42771.57,39.14333333333333,128.17083333333332,2697.8,1519.4,6041.0,18372.9
498,Vermont,2015,31152.4,100.159,432560.0,48117.0,635912.0,43233.34,42.68333333333334,122.95083333333334,2772.8,1523.1,5902.1,18817.7
499,Vermont,2016,31840.2,98.332,433791.0,48827.0,636397.0,43651.37,45.41166666666666,126.47833333333334,2821.7,1567.2,5860.9,19097.1
500,Vermont,2017,32589.2,100.398,435861.0,50009.0,639087.0,44888.88,48.943333333333335,126.54833333333333,2920.7,1577.7,6013.5,19753.7
501,Vermont,2018,33482.6,100.239,437661.0,51691.0,640680.0,47254.32,50.84833333333333,109.915,3008.2,1618.7,6332.1,20934.6
502,Vermont,2019,34760.3,99.616,433446.0,54278.0,641847.0,48228.16,55.509166666666665,120.41916666666667,3029.7,1659.6,6421.2,21504.2
503,Vermont,2020,34414.9,102.132,409231.0,58131.0,642977.0,47281.47,50.61000000000001,106.40249999999999,3094.0,1748.4,6586.4,20720.6
504,Vermont,2021,37438.8,98.661,421138.0,60807.0,647210.0,51422.57,49.63333333333333,116.35000000000001,3653.3,1717.9,7107.1,22520.8
505,Vermont,2022,41011.6,100.99,430889.0,63523.0,648142.0,55583.04,50.655,142.62666666666667,3842.5,1916.4,7818.5,24364.7
506,Virginia,2012,445008.5,102.471,4856833.0,49049.0,8197400.0,37419.86,113.28583333333334,182.78083333333333,32645.7,6521.4,69855.1,204244.8
507,Virginia,2013,456911.6,103.515,4898617.0,48195.0,8270221.0,37932.42,108.44583333333333,173.97166666666666,33687.2,6136.5,70670.2,209352.1
508,Virginia,2014,465601.7,103.455,4953436.0,49760.0,8334206.0,38803.62,103.88083333333333,162.74833333333333,34456.2,6366.5,71945.8,216995.4
509,Virginia,2015,485540.9,103.591,5060270.0,51617.0,8390494.0,39385.91,103.29666666666667,157.73666666666665,35950.5,6207.4,71399.2,223117.4
510,Virginia,2016,499032.4,102.805,5156659.0,52656.0,8445270.0,40161.23,104.69166666666666,156.08916666666667,36690.3,6836.9,72188.8,230293.4
511,Virginia,2017,515167.2,101.267,5229126.0,54377.0,8503046.0,41090.25,102.1375,150.45166666666668,37820.6,6615.1,75503.0,236068.7
512,Virginia,2018,537158.3,102.018,5299069.0,56130.0,8547370.0,42642.03,99.84916666666668,140.3675,39715.8,7452.2,78317.6,246443.9
513,Virginia,2019,561701.8,100.056,5329257.0,58362.0,8597508.0,43709.53,100.07333333333334,138.33083333333335,40858.7,6947.4,80269.8,254664.4
514,Virginia,2020,565466.8,101.01,5224635.0,61400.0,8637615.0,42977.2,93.05666666666667,123.39,43757.4,9513.3,83037.9,244425.2
515,Virginia,2021,615984.7,102.329,5392104.0,66971.0,8658910.0,48238.7,95.35916666666667,122.06166666666667,52293.5,7054.4,93283.9,272117.1
516,Virginia,2022,666681.8,102.051,5551518.0,69673.0,8683414.0,52435.0,101.37083333333334,143.73749999999998,53876.9,8790.0,101341.4,300096.5
517,Washington,2012,398358.5,102.509,3909118.0,47053.0,6904658.0,37189.07,99.4425,314.2525,25838.0,8827.4,53315.4,177624.4
518,Washington,2013,416924.1,102.45,3991747.0,47448.0,6975001.0,38212.42,95.9175,311.28749999999997,27714.6,9237.3,55171.8,183645.3
519,Washington,2014,439851.2,103.861,4094370.0,50259.0,7068971.0,39576.84,94.11333333333333,310.77500000000003,29230.3,9974.8,56642.8,193894.4
520,Washington,2015,467590.6,104.344,4199164.0,52408.0,7181417.0,40650.28,95.71916666666668,291.065,30691.0,10125.3,56472.6,204763.0
521,Washington,2016,489790.2,105.555,4313722.0,54296.0,7316788.0,41932.53,96.76666666666667,291.2133333333333,33279.2,11453.6,56874.4,216657.7
522,Washington,2017,527169.4,107.451,4432271.0,56800.0,7447469.0,43731.64,94.77083333333333,265.44916666666666,35704.8,11204.0,60588.4,229396.8
523,Washington,2018,570337.8,107.124,4537842.0,59824.0,7549002.0,45818.04,96.64166666666667,246.54333333333332,38393.3,12086.6,64211.8,243275.3
524,Washington,2019,608643.4,107.979,4591912.0,63431.0,7638923.0,47285.2,93.05166666666668,228.42416666666668,39338.4,12666.8,66270.4,255599.2
525,Washington,2020,620132.9,107.869,4434976.0,67619.0,7727209.0,46207.46,86.69416666666666,233.87,42613.3,14687.2,70095.4,244345.9
526,Washington,2021,687702.3,108.754,4574714.0,73628.0,7743760.0,52347.94,89.67916666666667,255.5175,52365.9,14349.8,78901.8,274102.1
527,Washington,2022,742909.5,110.025,4764618.0,75580.0,7794123.0,57033.59,96.40916666666668,283.8525,54008.6,17054.3,85112.0,305406.2
528,West Virginia,2012,70303.1,89.267,918958.0,35233.0,1858706.0,30767.7,101.42,201.9025,5538.4,2654.6,14263.1,37386.5
529,West Virginia,2013,71758.6,90.2,914247.0,35093.0,1856588.0,31406.86,84.82833333333333,165.81666666666666,5663.7,2691.8,14513.0,38132.9
530,West Virginia,2014,73042.6,89.834,911678.0,36243.0,1852948.0,32157.24,89.43333333333334,164.27166666666668,5703.3,2648.3,14613.2,39269.3
531,West Virginia,2015,71713.4,90.535,904270.0,37068.0,1846270.0,33122.46,92.17666666666666,165.80833333333334,5932.9,2746.9,14431.0,40789.1
532,West Virginia,2016,71248.9,89.796,890209.0,37075.0,1835935.0,34297.84,94.4925,170.47166666666666,5921.9,2843.3,14532.3,42514.5
533,West Virginia,2017,75172.4,89.026,888822.0,38841.0,1822742.0,35124.01,87.6125,155.88833333333335,5945.5,2936.2,14726.4,43350.2
534,West Virginia,2018,79794.3,89.427,898085.0,41001.0,1810572.0,36710.17,74.235,124.68083333333334,6227.4,2984.7,15211.0,45027.9
535,West Virginia,2019,80242.4,88.521,881641.0,42615.0,1800441.0,37687.32,75.495,116.86666666666666,6277.5,3063.8,15333.9,46242.4
536,West Virginia,2020,77430.9,87.333,840976.0,44867.0,1791646.0,37451.82,80.96083333333333,121.46083333333333,6580.7,3364.0,15468.7,45051.0
537,West Virginia,2021,86550.5,91.002,864611.0,48792.0,1785618.0,41419.83,77.64833333333333,113.44083333333333,7838.8,3379.1,17284.4,48836.8
538,West Virginia,2022,98290.0,89.156,885312.0,50131.0,1774122.0,44975.2,80.31333333333333,110.81416666666667,7998.8,3823.4,18970.0,52822.6
539,Wisconsin,2012,276253.4,94.356,3499342.0,42639.0,5734379.0,34029.96,66.0525,204.26166666666666,19937.0,8926.7,45388.5,129815.2
540,Wisconsin,2013,283791.4,93.911,3539199.0,42685.0,5757584.0,34726.58,63.29583333333333,182.58249999999998,21105.0,9149.6,46111.8,132724.5
541,Wisconsin,2014,296169.9,93.832,3585944.0,44156.0,5778789.0,35811.91,61.74583333333333,174.86666666666667,22505.5,9186.7,47031.0,137413.1
542,Wisconsin,2015,308304.5,93.314,3624473.0,45928.0,5794536.0,36627.95,62.8125,161.84666666666666,23770.0,9262.8,46206.9,142265.2
543,Wisconsin,2016,315420.0,93.234,3657732.0,46595.0,5812814.0,37575.24,64.02583333333332,162.49416666666667,24871.9,9818.6,46642.6,146903.3
544,Wisconsin,2017,321886.8,93.54,3678859.0,48311.0,5836809.0,39051.87,67.6075,152.12416666666667,26070.6,10118.1,48551.9,153315.8
545,Wisconsin,2018,335144.3,93.951,3721096.0,50520.0,5859000.0,40430.4,64.71,131.53333333333333,27475.4,10309.2,50951.2,158455.1
546,Wisconsin,2019,346906.6,94.472,3717587.0,52370.0,5880280.0,41504.16,65.75,122.90583333333332,27828.6,10467.5,51983.2,164244.2
547,Wisconsin,2020,343272.2,92.665,3580658.0,55428.0,5897375.0,40490.98,68.91416666666667,124.97083333333335,29953.2,11450.3,52479.6,156357.7
548,Wisconsin,2021,368880.4,93.293,3682359.0,60449.0,5881608.0,45677.22,72.56,131.0533333333333,35493.3,10988.5,59484.2,173678.0
549,Wisconsin,2022,400621.4,92.416,3775679.0,61851.0,5903975.0,49816.28,70.93916666666667,115.87166666666667,36920.8,12425.8,67275.2,189918.0
550,Wyoming,2012,38679.3,96.284,396724.0,53597.0,575491.0,36878.6,102.13333333333333,194.55416666666667,2354.4,431.1,4922.5,13946.4
551,Wyoming,2013,39365.6,97.35,400510.0,52835.0,580937.0,37722.16,93.59583333333335,185.775,2429.8,424.4,4976.5,14507.9
552,Wyoming,2014,40573.9,97.424,406401.0,56251.0,580959.0,39563.03,90.76,166.285,2523.7,416.5,5072.5,15388.3
553,Wyoming,2015,38624.8,96.972,406045.0,56120.0,583671.0,39651.28,96.4375,161.70166666666668,2587.8,412.8,4992.5,15563.0
554,Wyoming,2016,36105.9,97.747,398144.0,53419.0,582007.0,40450.37,93.18083333333334,166.8775,2510.3,429.9,4920.6,16111.5
555,Wyoming,2017,37620.3,97.185,398968.0,56378.0,576240.0,41471.61,99.98416666666667,156.12,2540.2,423.0,5038.5,16318.9
556,Wyoming,2018,39614.5,92.345,404591.0,59197.0,574783.0,42889.75,90.6225,153.85083333333333,2602.9,468.8,5257.4,16792.0
557,Wyoming,2019,40029.5,94.12,407870.0,61853.0,575327.0,43915.89,95.47250000000001,137.975,2622.1,469.2,5396.7,17247.2
558,Wyoming,2020,36709.6,91.831,401353.0,65094.0,577681.0,44407.03,98.44666666666666,136.29416666666665,2784.9,602.8,5537.6,17330.7
559,Wyoming,2021,42319.1,91.533,419813.0,70962.0,579636.0,49290.93,105.67666666666668,132.17833333333334,3275.9,538.2,6356.8,18938.1
560,Wyoming,2022,49782.6,91.761,430153.0,76394.0,581978.0,53836.4,106.08583333333333,126.65416666666665,3414.7,725.3,7050.0,20866.9
